path,label
Datasets/casava/Cassava___brown_streak_disease/2294615213.jpg,Cassava___brown_streak_disease
Datasets/casava/Cassava___mosaic_disease/3845187721.jpg,Cassava___mosaic_disease
Datasets/casava/Cassava___mosaic_disease/3029546029.jpg,Cassava___mosaic_disease
Datasets/casava/Cassava___mosaic_disease/1631397299.jpg,Cassava___mosaic_disease
Datasets/casava/Cassava___mosaic_disease/1955288492.jpg,Cassava___mosaic_disease
Datasets/casava/Cassava___mosaic_disease/1150289394.jpg,Cassava___mosaic_disease
Datasets/casava/Cassava___mosaic_disease/3996218398.jpg,Cassava___mosaic_disease
Datasets/casava/Cassava___mosaic_disease/3273537907.jpg,Cassava___mosaic_disease
Datasets/casava/Cassava___green_mottle/4282530176.jpg,Cassava___green_mottle
Datasets/casava/Cassava___mosaic_disease/3304581364.jpg,Cassava___mosaic_disease
Datasets/casava/Cassava___brown_streak_disease/1391250868.jpg,Cassava___brown_streak_disease
Datasets/casava/Cassava___healthy/206432986.jpg,Cassava___healthy
Datasets/casava/Cassava___green_mottle/2613045307.jpg,Cassava___green_mottle
Datasets/casava/Cassava___mosaic_disease/677178045.jpg,Cassava___mosaic_disease
Datasets/casava/Cassava___mosaic_disease/2486583818.jpg,Cassava___mosaic_disease
Datasets/casava/Cassava___mosaic_disease/3105309230.jpg,Cassava___mosaic_disease
Datasets/casava/Cassava___mosaic_disease/537247997.jpg,Cassava___mosaic_disease
Datasets/casava/Cassava___healthy/965133347.jpg,Cassava___healthy
Datasets/casava/Cassava___mosaic_disease/438286664.jpg,Cassava___mosaic_disease
Datasets/casava/Cassava___mosaic_disease/160835156.jpg,Cassava___mosaic_disease
Datasets/casava/Cassava___mosaic_disease/982968211.jpg,Cassava___mosaic_disease
Datasets/casava/Cassava___healthy/4075237855.jpg,Cassava___healthy
Datasets/casava/Cassava___mosaic_disease/1844980570.jpg,Cassava___mosaic_disease
Datasets/casava/Cassava___mosaic_disease/2003956257.jpg,Cassava___mosaic_disease
Datasets/casava/Cassava___brown_streak_disease/1673785901.jpg,Cassava___brown_streak_disease
Datasets/casava/Cassava___mosaic_disease/326934481.jpg,Cassava___mosaic_disease
Datasets/casava/Cassava___healthy/4215365960.jpg,Cassava___healthy
Datasets/casava/Cassava___mosaic_disease/1042661635.jpg,Cassava___mosaic_disease
Datasets/casava/Cassava___mosaic_disease/1292371855.jpg,Cassava___mosaic_disease
Datasets/casava/Cassava___mosaic_disease/3571158096.jpg,Cassava___mosaic_disease
Datasets/casava/Cassava___mosaic_disease/3623482214.jpg,Cassava___mosaic_disease
Datasets/casava/Cassava___mosaic_disease/1849248641.jpg,Cassava___mosaic_disease
Datasets/casava/Cassava___green_mottle/2474385687.jpg,Cassava___green_mottle
Datasets/casava/Cassava___mosaic_disease/2200310457.jpg,Cassava___mosaic_disease
Datasets/casava/Cassava___mosaic_disease/4208715814.jpg,Cassava___mosaic_disease
Datasets/casava/Cassava___mosaic_disease/183316854.jpg,Cassava___mosaic_disease
Datasets/casava/Cassava___bacterial_blight/1733574271.jpg,Cassava___bacterial_blight
Datasets/casava/Cassava___brown_streak_disease/2294026382.jpg,Cassava___brown_streak_disease
Datasets/casava/Cassava___mosaic_disease/883429890.jpg,Cassava___mosaic_disease
Datasets/casava/Cassava___mosaic_disease/3945098769.jpg,Cassava___mosaic_disease
Datasets/casava/Cassava___mosaic_disease/3324852988.jpg,Cassava___mosaic_disease
Datasets/casava/Cassava___green_mottle/873468650.jpg,Cassava___green_mottle
Datasets/casava/Cassava___brown_streak_disease/1865586599.jpg,Cassava___brown_streak_disease
Datasets/casava/Cassava___mosaic_disease/473238027.jpg,Cassava___mosaic_disease
Datasets/casava/Cassava___mosaic_disease/2714131195.jpg,Cassava___mosaic_disease
Datasets/casava/Cassava___bacterial_blight/2842557158.jpg,Cassava___bacterial_blight
Datasets/casava/Cassava___mosaic_disease/2931187107.jpg,Cassava___mosaic_disease
Datasets/casava/Cassava___healthy/805519444.jpg,Cassava___healthy
Datasets/casava/Cassava___bacterial_blight/29559503.jpg,Cassava___bacterial_blight
Datasets/casava/Cassava___healthy/903252353.jpg,Cassava___healthy
Datasets/casava/Cassava___green_mottle/3676426779.jpg,Cassava___green_mottle
Datasets/casava/Cassava___mosaic_disease/545843686.jpg,Cassava___mosaic_disease
Datasets/casava/Cassava___mosaic_disease/2367376740.jpg,Cassava___mosaic_disease
Datasets/casava/Cassava___mosaic_disease/1758073225.jpg,Cassava___mosaic_disease
Datasets/casava/Cassava___green_mottle/3182736637.jpg,Cassava___green_mottle
Datasets/casava/Cassava___mosaic_disease/269761139.jpg,Cassava___mosaic_disease
Datasets/casava/Cassava___green_mottle/1181734172.jpg,Cassava___green_mottle
Datasets/casava/Cassava___mosaic_disease/815227743.jpg,Cassava___mosaic_disease
Datasets/casava/Cassava___mosaic_disease/570348622.jpg,Cassava___mosaic_disease
Datasets/casava/Cassava___brown_streak_disease/1794652676.jpg,Cassava___brown_streak_disease
Datasets/casava/Cassava___mosaic_disease/2208299443.jpg,Cassava___mosaic_disease
Datasets/casava/Cassava___bacterial_blight/4289669666.jpg,Cassava___bacterial_blight
Datasets/casava/Cassava___mosaic_disease/3268342184.jpg,Cassava___mosaic_disease
Datasets/casava/Cassava___mosaic_disease/3792861015.jpg,Cassava___mosaic_disease
Datasets/casava/Cassava___mosaic_disease/1085931637.jpg,Cassava___mosaic_disease
Datasets/casava/Cassava___green_mottle/1660311563.jpg,Cassava___green_mottle
Datasets/casava/Cassava___mosaic_disease/3963194620.jpg,Cassava___mosaic_disease
Datasets/casava/Cassava___green_mottle/1238413001.jpg,Cassava___green_mottle
Datasets/casava/Cassava___mosaic_disease/3894758285.jpg,Cassava___mosaic_disease
Datasets/casava/Cassava___bacterial_blight/3594749275.jpg,Cassava___bacterial_blight
Datasets/casava/Cassava___mosaic_disease/3937884194.jpg,Cassava___mosaic_disease
Datasets/casava/Cassava___mosaic_disease/1130568730.jpg,Cassava___mosaic_disease
Datasets/casava/Cassava___mosaic_disease/1901135696.jpg,Cassava___mosaic_disease
Datasets/casava/Cassava___mosaic_disease/2268307664.jpg,Cassava___mosaic_disease
Datasets/casava/Cassava___green_mottle/644666904.jpg,Cassava___green_mottle
Datasets/casava/Cassava___brown_streak_disease/2397594193.jpg,Cassava___brown_streak_disease
Datasets/casava/Cassava___mosaic_disease/2971939837.jpg,Cassava___mosaic_disease
Datasets/casava/Cassava___mosaic_disease/538079327.jpg,Cassava___mosaic_disease
Datasets/casava/Cassava___mosaic_disease/2601029045.jpg,Cassava___mosaic_disease
Datasets/casava/Cassava___green_mottle/1401653529.jpg,Cassava___green_mottle
Datasets/casava/Cassava___mosaic_disease/75207996.jpg,Cassava___mosaic_disease
Datasets/casava/Cassava___mosaic_disease/2427442391.jpg,Cassava___mosaic_disease
Datasets/casava/Cassava___mosaic_disease/2270867861.jpg,Cassava___mosaic_disease
Datasets/casava/Cassava___healthy/3963163426.jpg,Cassava___healthy
Datasets/casava/Cassava___mosaic_disease/3812804387.jpg,Cassava___mosaic_disease
Datasets/casava/Cassava___mosaic_disease/469627647.jpg,Cassava___mosaic_disease
Datasets/casava/Cassava___mosaic_disease/2396551353.jpg,Cassava___mosaic_disease
Datasets/casava/Cassava___mosaic_disease/3962057162.jpg,Cassava___mosaic_disease
Datasets/casava/Cassava___mosaic_disease/618816554.jpg,Cassava___mosaic_disease
Datasets/casava/Cassava___mosaic_disease/2539540333.jpg,Cassava___mosaic_disease
Datasets/casava/Cassava___mosaic_disease/3172430646.jpg,Cassava___mosaic_disease
Datasets/casava/Cassava___brown_streak_disease/2928437074.jpg,Cassava___brown_streak_disease
Datasets/casava/Cassava___brown_streak_disease/2133005660.jpg,Cassava___brown_streak_disease
Datasets/casava/Cassava___healthy/3860433649.jpg,Cassava___healthy
Datasets/casava/Cassava___green_mottle/2753152635.jpg,Cassava___green_mottle
Datasets/casava/Cassava___brown_streak_disease/213439636.jpg,Cassava___brown_streak_disease
Datasets/casava/Cassava___healthy/2325593465.jpg,Cassava___healthy
Datasets/casava/Cassava___green_mottle/3211733449.jpg,Cassava___green_mottle
Datasets/casava/Cassava___healthy/4229009634.jpg,Cassava___healthy
Datasets/casava/Cassava___mosaic_disease/3088205156.jpg,Cassava___mosaic_disease
Datasets/casava/Cassava___mosaic_disease/1213859298.jpg,Cassava___mosaic_disease
Datasets/casava/Cassava___mosaic_disease/2724554893.jpg,Cassava___mosaic_disease
Datasets/casava/Cassava___mosaic_disease/1157456834.jpg,Cassava___mosaic_disease
Datasets/casava/Cassava___healthy/116338302.jpg,Cassava___healthy
Datasets/casava/Cassava___mosaic_disease/1812352809.jpg,Cassava___mosaic_disease
Datasets/casava/Cassava___brown_streak_disease/3956372146.jpg,Cassava___brown_streak_disease
Datasets/casava/Cassava___healthy/584513475.jpg,Cassava___healthy
Datasets/casava/Cassava___mosaic_disease/2953080290.jpg,Cassava___mosaic_disease
Datasets/casava/Cassava___brown_streak_disease/4080368773.jpg,Cassava___brown_streak_disease
Datasets/casava/Cassava___mosaic_disease/445689900.jpg,Cassava___mosaic_disease
Datasets/casava/Cassava___mosaic_disease/3874850680.jpg,Cassava___mosaic_disease
Datasets/casava/Cassava___bacterial_blight/1652920595.jpg,Cassava___bacterial_blight
Datasets/casava/Cassava___mosaic_disease/1759065699.jpg,Cassava___mosaic_disease
Datasets/casava/Cassava___mosaic_disease/1160386245.jpg,Cassava___mosaic_disease
Datasets/casava/Cassava___mosaic_disease/1967901235.jpg,Cassava___mosaic_disease
Datasets/casava/Cassava___mosaic_disease/747082270.jpg,Cassava___mosaic_disease
Datasets/casava/Cassava___green_mottle/4237501920.jpg,Cassava___green_mottle
Datasets/casava/Cassava___brown_streak_disease/1821532934.jpg,Cassava___brown_streak_disease
Datasets/casava/Cassava___mosaic_disease/3692384287.jpg,Cassava___mosaic_disease
Datasets/casava/Cassava___healthy/1039176615.jpg,Cassava___healthy
Datasets/casava/Cassava___brown_streak_disease/749023134.jpg,Cassava___brown_streak_disease
Datasets/casava/Cassava___mosaic_disease/398109991.jpg,Cassava___mosaic_disease
Datasets/casava/Cassava___healthy/2306385345.jpg,Cassava___healthy
Datasets/casava/Cassava___green_mottle/3968384941.jpg,Cassava___green_mottle
Datasets/casava/Cassava___mosaic_disease/4276465485.jpg,Cassava___mosaic_disease
Datasets/casava/Cassava___mosaic_disease/3861147532.jpg,Cassava___mosaic_disease
Datasets/casava/Cassava___green_mottle/1744132907.jpg,Cassava___green_mottle
Datasets/casava/Cassava___mosaic_disease/2054719137.jpg,Cassava___mosaic_disease
Datasets/casava/Cassava___mosaic_disease/1447520990.jpg,Cassava___mosaic_disease
Datasets/casava/Cassava___mosaic_disease/2799966834.jpg,Cassava___mosaic_disease
Datasets/casava/Cassava___mosaic_disease/629958689.jpg,Cassava___mosaic_disease
Datasets/casava/Cassava___healthy/1001723730.jpg,Cassava___healthy
Datasets/casava/Cassava___mosaic_disease/826288261.jpg,Cassava___mosaic_disease
Datasets/casava/Cassava___mosaic_disease/294745170.jpg,Cassava___mosaic_disease
Datasets/casava/Cassava___green_mottle/1100532272.jpg,Cassava___green_mottle
Datasets/casava/Cassava___brown_streak_disease/3502149543.jpg,Cassava___brown_streak_disease
Datasets/casava/Cassava___mosaic_disease/367487965.jpg,Cassava___mosaic_disease
Datasets/casava/Cassava___mosaic_disease/952146173.jpg,Cassava___mosaic_disease
Datasets/casava/Cassava___mosaic_disease/1657389394.jpg,Cassava___mosaic_disease
Datasets/casava/Cassava___mosaic_disease/3962424026.jpg,Cassava___mosaic_disease
Datasets/casava/Cassava___bacterial_blight/944255811.jpg,Cassava___bacterial_blight
Datasets/casava/Cassava___mosaic_disease/489562516.jpg,Cassava___mosaic_disease
Datasets/casava/Cassava___bacterial_blight/3602702041.jpg,Cassava___bacterial_blight
Datasets/casava/Cassava___brown_streak_disease/3149626447.jpg,Cassava___brown_streak_disease
Datasets/casava/Cassava___mosaic_disease/2157497391.jpg,Cassava___mosaic_disease
Datasets/casava/Cassava___healthy/2307217723.jpg,Cassava___healthy
Datasets/casava/Cassava___mosaic_disease/137921395.jpg,Cassava___mosaic_disease
Datasets/casava/Cassava___mosaic_disease/958289716.jpg,Cassava___mosaic_disease
Datasets/casava/Cassava___mosaic_disease/843818406.jpg,Cassava___mosaic_disease
Datasets/casava/Cassava___green_mottle/541016077.jpg,Cassava___green_mottle
Datasets/casava/Cassava___mosaic_disease/686316627.jpg,Cassava___mosaic_disease
Datasets/casava/Cassava___brown_streak_disease/1038640139.jpg,Cassava___brown_streak_disease
Datasets/casava/Cassava___mosaic_disease/3805606853.jpg,Cassava___mosaic_disease
Datasets/casava/Cassava___mosaic_disease/921975951.jpg,Cassava___mosaic_disease
Datasets/casava/Cassava___mosaic_disease/827159844.jpg,Cassava___mosaic_disease
Datasets/casava/Cassava___mosaic_disease/1129343531.jpg,Cassava___mosaic_disease
Datasets/casava/Cassava___mosaic_disease/2238147414.jpg,Cassava___mosaic_disease
Datasets/casava/Cassava___bacterial_blight/2273730548.jpg,Cassava___bacterial_blight
Datasets/casava/Cassava___mosaic_disease/3576773066.jpg,Cassava___mosaic_disease
Datasets/casava/Cassava___mosaic_disease/1856880108.jpg,Cassava___mosaic_disease
Datasets/casava/Cassava___mosaic_disease/3011700717.jpg,Cassava___mosaic_disease
Datasets/casava/Cassava___mosaic_disease/63159897.jpg,Cassava___mosaic_disease
Datasets/casava/Cassava___brown_streak_disease/3714061123.jpg,Cassava___brown_streak_disease
Datasets/casava/Cassava___mosaic_disease/1266326020.jpg,Cassava___mosaic_disease
Datasets/casava/Cassava___healthy/2840067071.jpg,Cassava___healthy
Datasets/casava/Cassava___mosaic_disease/2654948784.jpg,Cassava___mosaic_disease
Datasets/casava/Cassava___mosaic_disease/3400328693.jpg,Cassava___mosaic_disease
Datasets/casava/Cassava___mosaic_disease/1447209989.jpg,Cassava___mosaic_disease
Datasets/casava/Cassava___mosaic_disease/3580388018.jpg,Cassava___mosaic_disease
Datasets/casava/Cassava___mosaic_disease/3634843546.jpg,Cassava___mosaic_disease
Datasets/casava/Cassava___mosaic_disease/737157935.jpg,Cassava___mosaic_disease
Datasets/casava/Cassava___healthy/1250532785.jpg,Cassava___healthy
Datasets/casava/Cassava___mosaic_disease/3381529133.jpg,Cassava___mosaic_disease
Datasets/casava/Cassava___mosaic_disease/876450779.jpg,Cassava___mosaic_disease
Datasets/casava/Cassava___mosaic_disease/3084908413.jpg,Cassava___mosaic_disease
Datasets/casava/Cassava___mosaic_disease/3258475157.jpg,Cassava___mosaic_disease
Datasets/casava/Cassava___mosaic_disease/1931631736.jpg,Cassava___mosaic_disease
Datasets/casava/Cassava___mosaic_disease/10606813.jpg,Cassava___mosaic_disease
Datasets/casava/Cassava___mosaic_disease/2685065176.jpg,Cassava___mosaic_disease
Datasets/casava/Cassava___healthy/2633056892.jpg,Cassava___healthy
Datasets/casava/Cassava___green_mottle/3441335676.jpg,Cassava___green_mottle
Datasets/casava/Cassava___mosaic_disease/537462269.jpg,Cassava___mosaic_disease
Datasets/casava/Cassava___healthy/1119593200.jpg,Cassava___healthy
Datasets/casava/Cassava___healthy/3281750084.jpg,Cassava___healthy
Datasets/casava/Cassava___mosaic_disease/3672037226.jpg,Cassava___mosaic_disease
Datasets/casava/Cassava___mosaic_disease/459715600.jpg,Cassava___mosaic_disease
Datasets/casava/Cassava___green_mottle/589247571.jpg,Cassava___green_mottle
Datasets/casava/Cassava___green_mottle/933311576.jpg,Cassava___green_mottle
Datasets/casava/Cassava___mosaic_disease/3458620243.jpg,Cassava___mosaic_disease
Datasets/casava/Cassava___mosaic_disease/630797550.jpg,Cassava___mosaic_disease
Datasets/casava/Cassava___green_mottle/1447330096.jpg,Cassava___green_mottle
Datasets/casava/Cassava___mosaic_disease/1938725653.jpg,Cassava___mosaic_disease
Datasets/casava/Cassava___mosaic_disease/651017189.jpg,Cassava___mosaic_disease
Datasets/casava/Cassava___mosaic_disease/3616264908.jpg,Cassava___mosaic_disease
Datasets/casava/Cassava___mosaic_disease/3826311203.jpg,Cassava___mosaic_disease
Datasets/casava/Cassava___mosaic_disease/2051366102.jpg,Cassava___mosaic_disease
Datasets/casava/Cassava___healthy/1966061216.jpg,Cassava___healthy
Datasets/casava/Cassava___bacterial_blight/1692621028.jpg,Cassava___bacterial_blight
Datasets/casava/Cassava___mosaic_disease/534784883.jpg,Cassava___mosaic_disease
Datasets/casava/Cassava___green_mottle/1468732806.jpg,Cassava___green_mottle
Datasets/casava/Cassava___bacterial_blight/3249336274.jpg,Cassava___bacterial_blight
Datasets/casava/Cassava___green_mottle/3289986496.jpg,Cassava___green_mottle
Datasets/casava/Cassava___mosaic_disease/4050620489.jpg,Cassava___mosaic_disease
Datasets/casava/Cassava___brown_streak_disease/3354881630.jpg,Cassava___brown_streak_disease
Datasets/casava/Cassava___brown_streak_disease/1752152470.jpg,Cassava___brown_streak_disease
Datasets/casava/Cassava___bacterial_blight/4220488715.jpg,Cassava___bacterial_blight
Datasets/casava/Cassava___mosaic_disease/2545092425.jpg,Cassava___mosaic_disease
Datasets/casava/Cassava___mosaic_disease/2322439652.jpg,Cassava___mosaic_disease
Datasets/casava/Cassava___mosaic_disease/2937926695.jpg,Cassava___mosaic_disease
Datasets/casava/Cassava___mosaic_disease/146822187.jpg,Cassava___mosaic_disease
Datasets/casava/Cassava___mosaic_disease/699330995.jpg,Cassava___mosaic_disease
Datasets/casava/Cassava___mosaic_disease/3225508752.jpg,Cassava___mosaic_disease
Datasets/casava/Cassava___mosaic_disease/1995342174.jpg,Cassava___mosaic_disease
Datasets/casava/Cassava___mosaic_disease/2645759543.jpg,Cassava___mosaic_disease
Datasets/casava/Cassava___brown_streak_disease/638654515.jpg,Cassava___brown_streak_disease
Datasets/casava/Cassava___healthy/3188367087.jpg,Cassava___healthy
Datasets/casava/Cassava___mosaic_disease/518891556.jpg,Cassava___mosaic_disease
Datasets/casava/Cassava___brown_streak_disease/212476705.jpg,Cassava___brown_streak_disease
Datasets/casava/Cassava___mosaic_disease/3820511511.jpg,Cassava___mosaic_disease
Datasets/casava/Cassava___green_mottle/1238159478.jpg,Cassava___green_mottle
Datasets/casava/Cassava___brown_streak_disease/4029027750.jpg,Cassava___brown_streak_disease
Datasets/casava/Cassava___healthy/20619161.jpg,Cassava___healthy
Datasets/casava/Cassava___mosaic_disease/2578752042.jpg,Cassava___mosaic_disease
Datasets/casava/Cassava___healthy/4103433070.jpg,Cassava___healthy
Datasets/casava/Cassava___brown_streak_disease/3703884740.jpg,Cassava___brown_streak_disease
Datasets/casava/Cassava___brown_streak_disease/2629773376.jpg,Cassava___brown_streak_disease
Datasets/casava/Cassava___green_mottle/2813858062.jpg,Cassava___green_mottle
Datasets/casava/Cassava___healthy/689108493.jpg,Cassava___healthy
Datasets/casava/Cassava___mosaic_disease/721126244.jpg,Cassava___mosaic_disease
Datasets/casava/Cassava___mosaic_disease/3774494718.jpg,Cassava___mosaic_disease
Datasets/casava/Cassava___mosaic_disease/2294882999.jpg,Cassava___mosaic_disease
Datasets/casava/Cassava___healthy/1198476572.jpg,Cassava___healthy
Datasets/casava/Cassava___bacterial_blight/3243085170.jpg,Cassava___bacterial_blight
Datasets/casava/Cassava___mosaic_disease/218822294.jpg,Cassava___mosaic_disease
Datasets/casava/Cassava___green_mottle/2061733689.jpg,Cassava___green_mottle
Datasets/casava/Cassava___mosaic_disease/4022000067.jpg,Cassava___mosaic_disease
Datasets/casava/Cassava___mosaic_disease/3213687782.jpg,Cassava___mosaic_disease
Datasets/casava/Cassava___mosaic_disease/3368939733.jpg,Cassava___mosaic_disease
Datasets/casava/Cassava___mosaic_disease/1082579432.jpg,Cassava___mosaic_disease
Datasets/casava/Cassava___healthy/1844302649.jpg,Cassava___healthy
Datasets/casava/Cassava___healthy/3798939425.jpg,Cassava___healthy
Datasets/casava/Cassava___mosaic_disease/3056158395.jpg,Cassava___mosaic_disease
Datasets/casava/Cassava___mosaic_disease/2569050922.jpg,Cassava___mosaic_disease
Datasets/casava/Cassava___mosaic_disease/1744145648.jpg,Cassava___mosaic_disease
Datasets/casava/Cassava___green_mottle/3517828847.jpg,Cassava___green_mottle
Datasets/casava/Cassava___mosaic_disease/3026653999.jpg,Cassava___mosaic_disease
Datasets/casava/Cassava___mosaic_disease/3034455648.jpg,Cassava___mosaic_disease
Datasets/casava/Cassava___mosaic_disease/2887362636.jpg,Cassava___mosaic_disease
Datasets/casava/Cassava___mosaic_disease/30339454.jpg,Cassava___mosaic_disease
Datasets/casava/Cassava___bacterial_blight/1443500189.jpg,Cassava___bacterial_blight
Datasets/casava/Cassava___mosaic_disease/3341146922.jpg,Cassava___mosaic_disease
Datasets/casava/Cassava___mosaic_disease/2831815684.jpg,Cassava___mosaic_disease
Datasets/casava/Cassava___mosaic_disease/3077983648.jpg,Cassava___mosaic_disease
Datasets/casava/Cassava___bacterial_blight/901404486.jpg,Cassava___bacterial_blight
Datasets/casava/Cassava___mosaic_disease/4291943687.jpg,Cassava___mosaic_disease
Datasets/casava/Cassava___mosaic_disease/2489749892.jpg,Cassava___mosaic_disease
Datasets/casava/Cassava___brown_streak_disease/1646187978.jpg,Cassava___brown_streak_disease
Datasets/casava/Cassava___bacterial_blight/697621030.jpg,Cassava___bacterial_blight
Datasets/casava/Cassava___mosaic_disease/2722584545.jpg,Cassava___mosaic_disease
Datasets/casava/Cassava___green_mottle/2919802087.jpg,Cassava___green_mottle
Datasets/casava/Cassava___mosaic_disease/2152474633.jpg,Cassava___mosaic_disease
Datasets/casava/Cassava___green_mottle/3026867163.jpg,Cassava___green_mottle
Datasets/casava/Cassava___mosaic_disease/1730829210.jpg,Cassava___mosaic_disease
Datasets/casava/Cassava___mosaic_disease/1989303026.jpg,Cassava___mosaic_disease
Datasets/casava/Cassava___mosaic_disease/1014888611.jpg,Cassava___mosaic_disease
Datasets/casava/Cassava___healthy/2513489893.jpg,Cassava___healthy
Datasets/casava/Cassava___mosaic_disease/3240849248.jpg,Cassava___mosaic_disease
Datasets/casava/Cassava___healthy/207854902.jpg,Cassava___healthy
Datasets/casava/Cassava___mosaic_disease/183535060.jpg,Cassava___mosaic_disease
Datasets/casava/Cassava___mosaic_disease/326882587.jpg,Cassava___mosaic_disease
Datasets/casava/Cassava___green_mottle/601263353.jpg,Cassava___green_mottle
Datasets/casava/Cassava___green_mottle/3717326513.jpg,Cassava___green_mottle
Datasets/casava/Cassava___healthy/3833349143.jpg,Cassava___healthy
Datasets/casava/Cassava___mosaic_disease/3692346350.jpg,Cassava___mosaic_disease
Datasets/casava/Cassava___brown_streak_disease/1844952101.jpg,Cassava___brown_streak_disease
Datasets/casava/Cassava___mosaic_disease/432428117.jpg,Cassava___mosaic_disease
Datasets/casava/Cassava___mosaic_disease/1172769653.jpg,Cassava___mosaic_disease
Datasets/casava/Cassava___mosaic_disease/2468056909.jpg,Cassava___mosaic_disease
Datasets/casava/Cassava___mosaic_disease/2431460222.jpg,Cassava___mosaic_disease
Datasets/casava/Cassava___mosaic_disease/334971941.jpg,Cassava___mosaic_disease
Datasets/casava/Cassava___mosaic_disease/3104048634.jpg,Cassava___mosaic_disease
Datasets/casava/Cassava___mosaic_disease/3954487465.jpg,Cassava___mosaic_disease
Datasets/casava/Cassava___green_mottle/3689465564.jpg,Cassava___green_mottle
Datasets/casava/Cassava___mosaic_disease/1783361886.jpg,Cassava___mosaic_disease
Datasets/casava/Cassava___mosaic_disease/3177530760.jpg,Cassava___mosaic_disease
Datasets/casava/Cassava___mosaic_disease/1904073700.jpg,Cassava___mosaic_disease
Datasets/casava/Cassava___mosaic_disease/553204190.jpg,Cassava___mosaic_disease
Datasets/casava/Cassava___mosaic_disease/1910478563.jpg,Cassava___mosaic_disease
Datasets/casava/Cassava___healthy/3859714996.jpg,Cassava___healthy
Datasets/casava/Cassava___mosaic_disease/184050144.jpg,Cassava___mosaic_disease
Datasets/casava/Cassava___green_mottle/1439711843.jpg,Cassava___green_mottle
Datasets/casava/Cassava___mosaic_disease/1052903541.jpg,Cassava___mosaic_disease
Datasets/casava/Cassava___healthy/1889796065.jpg,Cassava___healthy
Datasets/casava/Cassava___mosaic_disease/2030421746.jpg,Cassava___mosaic_disease
Datasets/casava/Cassava___mosaic_disease/2319938868.jpg,Cassava___mosaic_disease
Datasets/casava/Cassava___brown_streak_disease/1522208575.jpg,Cassava___brown_streak_disease
Datasets/casava/Cassava___healthy/2680320967.jpg,Cassava___healthy
Datasets/casava/Cassava___mosaic_disease/672772302.jpg,Cassava___mosaic_disease
Datasets/casava/Cassava___healthy/3383255347.jpg,Cassava___healthy
Datasets/casava/Cassava___mosaic_disease/2187716233.jpg,Cassava___mosaic_disease
Datasets/casava/Cassava___bacterial_blight/2376221892.jpg,Cassava___bacterial_blight
Datasets/casava/Cassava___healthy/2707343918.jpg,Cassava___healthy
Datasets/casava/Cassava___mosaic_disease/3044146032.jpg,Cassava___mosaic_disease
Datasets/casava/Cassava___mosaic_disease/4096334049.jpg,Cassava___mosaic_disease
Datasets/casava/Cassava___green_mottle/2435788623.jpg,Cassava___green_mottle
