image_path,dataset,split,folder,role,extension,width,height,mode,format,status,error
Datasets/CD&S/dataset annotated/train/gls/gls_141.jpg,CD&S,train,CD&S/dataset annotated/train/gls,image_or_representation,.jpg,3024,3024,RGB,JPEG,ok,
Datasets/CD&S/dataset annotated/train/gls/gls_145.jpg,CD&S,train,CD&S/dataset annotated/train/gls,image_or_representation,.jpg,3024,3024,RGB,JPEG,ok,
Datasets/CD&S/dataset annotated/train/gls/gls_146.jpg,CD&S,train,CD&S/dataset annotated/train/gls,image_or_representation,.jpg,3024,3024,RGB,JPEG,ok,
Datasets/CD&S/dataset annotated/train/gls/gls_147.jpg,CD&S,train,CD&S/dataset annotated/train/gls,image_or_representation,.jpg,3024,3024,RGB,JPEG,ok,
Datasets/CD&S/dataset annotated/train/gls/gls_15.jpg,CD&S,train,CD&S/dataset annotated/train/gls,image_or_representation,.jpg,3024,3024,RGB,JPEG,ok,
Datasets/CD&S/dataset annotated/train/gls/gls_151.jpg,CD&S,train,CD&S/dataset annotated/train/gls,image_or_representation,.jpg,3024,3024,RGB,JPEG,ok,
Datasets/CD&S/dataset annotated/train/gls/gls_152.jpg,CD&S,train,CD&S/dataset annotated/train/gls,image_or_representation,.jpg,3024,3024,RGB,JPEG,ok,
Datasets/CD&S/dataset annotated/train/gls/gls_153.jpg,CD&S,train,CD&S/dataset annotated/train/gls,image_or_representation,.jpg,3024,3024,RGB,JPEG,ok,
Datasets/CD&S/dataset annotated/train/gls/gls_157.jpg,CD&S,train,CD&S/dataset annotated/train/gls,image_or_representation,.jpg,3024,3024,RGB,JPEG,ok,
Datasets/CD&S/dataset annotated/train/gls/gls_158.jpg,CD&S,train,CD&S/dataset annotated/train/gls,image_or_representation,.jpg,3024,3024,RGB,JPEG,ok,
Datasets/CD&S/dataset annotated/train/gls/gls_159.jpg,CD&S,train,CD&S/dataset annotated/train/gls,image_or_representation,.jpg,3024,3024,RGB,JPEG,ok,
Datasets/CD&S/dataset annotated/train/gls/gls_163.jpg,CD&S,train,CD&S/dataset annotated/train/gls,image_or_representation,.jpg,3024,3024,RGB,JPEG,ok,
Datasets/CD&S/dataset annotated/train/gls/gls_164.jpg,CD&S,train,CD&S/dataset annotated/train/gls,image_or_representation,.jpg,3024,3024,RGB,JPEG,ok,
Datasets/CD&S/dataset annotated/train/gls/gls_165.jpg,CD&S,train,CD&S/dataset annotated/train/gls,image_or_representation,.jpg,3024,3024,RGB,JPEG,ok,
Datasets/CD&S/dataset annotated/train/gls/gls_169.jpg,CD&S,train,CD&S/dataset annotated/train/gls,image_or_representation,.jpg,3024,3024,RGB,JPEG,ok,
Datasets/CD&S/dataset annotated/train/gls/gls_170.jpg,CD&S,train,CD&S/dataset annotated/train/gls,image_or_representation,.jpg,3024,3024,RGB,JPEG,ok,
Datasets/CD&S/dataset annotated/train/gls/gls_171.jpg,CD&S,train,CD&S/dataset annotated/train/gls,image_or_representation,.jpg,3024,3024,RGB,JPEG,ok,
Datasets/CD&S/dataset annotated/train/gls/gls_175.jpg,CD&S,train,CD&S/dataset annotated/train/gls,image_or_representation,.jpg,3024,3024,RGB,JPEG,ok,
Datasets/CD&S/dataset annotated/train/gls/gls_176.jpg,CD&S,train,CD&S/dataset annotated/train/gls,image_or_representation,.jpg,3024,3024,RGB,JPEG,ok,
Datasets/CD&S/dataset annotated/train/gls/gls_177.jpg,CD&S,train,CD&S/dataset annotated/train/gls,image_or_representation,.jpg,3024,3024,RGB,JPEG,ok,
Datasets/CD&S/dataset annotated/train/gls/gls_181.jpg,CD&S,train,CD&S/dataset annotated/train/gls,image_or_representation,.jpg,3024,3024,RGB,JPEG,ok,
Datasets/CD&S/dataset annotated/train/gls/gls_182.jpg,CD&S,train,CD&S/dataset annotated/train/gls,image_or_representation,.jpg,3024,3024,RGB,JPEG,ok,
Datasets/CD&S/dataset annotated/train/gls/gls_183.jpg,CD&S,train,CD&S/dataset annotated/train/gls,image_or_representation,.jpg,3024,3024,RGB,JPEG,ok,
Datasets/CD&S/dataset annotated/train/gls/gls_187.jpg,CD&S,train,CD&S/dataset annotated/train/gls,image_or_representation,.jpg,3024,3024,RGB,JPEG,ok,
Datasets/CD&S/dataset annotated/train/gls/gls_188.jpg,CD&S,train,CD&S/dataset annotated/train/gls,image_or_representation,.jpg,3024,3024,RGB,JPEG,ok,
Datasets/CD&S/dataset annotated/train/gls/gls_189.jpg,CD&S,train,CD&S/dataset annotated/train/gls,image_or_representation,.jpg,3024,3024,RGB,JPEG,ok,
Datasets/CD&S/dataset annotated/train/gls/gls_19.jpg,CD&S,train,CD&S/dataset annotated/train/gls,image_or_representation,.jpg,3024,3024,RGB,JPEG,ok,
Datasets/CD&S/dataset annotated/train/gls/gls_193.jpg,CD&S,train,CD&S/dataset annotated/train/gls,image_or_representation,.jpg,3024,3024,RGB,JPEG,ok,
Datasets/CD&S/dataset annotated/train/gls/gls_194.jpg,CD&S,train,CD&S/dataset annotated/train/gls,image_or_representation,.jpg,3024,3024,RGB,JPEG,ok,
Datasets/CD&S/dataset annotated/train/gls/gls_195.jpg,CD&S,train,CD&S/dataset annotated/train/gls,image_or_representation,.jpg,3024,3024,RGB,JPEG,ok,
Datasets/CD&S/dataset annotated/train/gls/gls_199.jpg,CD&S,train,CD&S/dataset annotated/train/gls,image_or_representation,.jpg,3024,3024,RGB,JPEG,ok,
Datasets/CD&S/dataset annotated/train/gls/gls_2.jpg,CD&S,train,CD&S/dataset annotated/train/gls,image_or_representation,.jpg,3024,3024,RGB,JPEG,ok,
Datasets/CD&S/dataset annotated/train/gls/gls_20.jpg,CD&S,train,CD&S/dataset annotated/train/gls,image_or_representation,.jpg,3024,3024,RGB,JPEG,ok,
Datasets/CD&S/dataset annotated/train/gls/gls_200.jpg,CD&S,train,CD&S/dataset annotated/train/gls,image_or_representation,.jpg,3024,3024,RGB,JPEG,ok,
Datasets/CD&S/dataset annotated/train/gls/gls_201.jpg,CD&S,train,CD&S/dataset annotated/train/gls,image_or_representation,.jpg,3024,3024,RGB,JPEG,ok,
Datasets/CD&S/dataset annotated/train/gls/gls_205.jpg,CD&S,train,CD&S/dataset annotated/train/gls,image_or_representation,.jpg,3024,3024,RGB,JPEG,ok,
Datasets/CD&S/dataset annotated/train/gls/gls_206.jpg,CD&S,train,CD&S/dataset annotated/train/gls,image_or_representation,.jpg,3024,3024,RGB,JPEG,ok,
Datasets/CD&S/dataset annotated/train/gls/gls_207.jpg,CD&S,train,CD&S/dataset annotated/train/gls,image_or_representation,.jpg,3024,3024,RGB,JPEG,ok,
Datasets/CD&S/dataset annotated/train/gls/gls_21.jpg,CD&S,train,CD&S/dataset annotated/train/gls,image_or_representation,.jpg,3024,3024,RGB,JPEG,ok,
Datasets/CD&S/dataset annotated/train/gls/gls_211.jpg,CD&S,train,CD&S/dataset annotated/train/gls,image_or_representation,.jpg,3024,3024,RGB,JPEG,ok,
Datasets/CD&S/dataset annotated/train/gls/gls_212.jpg,CD&S,train,CD&S/dataset annotated/train/gls,image_or_representation,.jpg,3024,3024,RGB,JPEG,ok,
Datasets/CD&S/dataset annotated/train/gls/gls_213.jpg,CD&S,train,CD&S/dataset annotated/train/gls,image_or_representation,.jpg,3024,3024,RGB,JPEG,ok,
Datasets/CD&S/dataset annotated/train/gls/gls_217.jpg,CD&S,train,CD&S/dataset annotated/train/gls,image_or_representation,.jpg,3024,3024,RGB,JPEG,ok,
Datasets/CD&S/dataset annotated/train/gls/gls_218.jpg,CD&S,train,CD&S/dataset annotated/train/gls,image_or_representation,.jpg,3024,3024,RGB,JPEG,ok,
Datasets/CD&S/dataset annotated/train/gls/gls_219.jpg,CD&S,train,CD&S/dataset annotated/train/gls,image_or_representation,.jpg,3024,3024,RGB,JPEG,ok,
Datasets/CD&S/dataset annotated/train/gls/gls_223.jpg,CD&S,train,CD&S/dataset annotated/train/gls,image_or_representation,.jpg,2555,2555,RGB,JPEG,ok,
Datasets/CD&S/dataset annotated/train/gls/gls_224.jpg,CD&S,train,CD&S/dataset annotated/train/gls,image_or_representation,.jpg,3024,3024,RGB,JPEG,ok,
Datasets/CD&S/dataset annotated/train/gls/gls_225.jpg,CD&S,train,CD&S/dataset annotated/train/gls,image_or_representation,.jpg,3024,3024,RGB,JPEG,ok,
Datasets/CD&S/dataset annotated/train/gls/gls_229.jpg,CD&S,train,CD&S/dataset annotated/train/gls,image_or_representation,.jpg,3018,3018,RGB,JPEG,ok,
Datasets/CD&S/dataset annotated/train/gls/gls_230.jpg,CD&S,train,CD&S/dataset annotated/train/gls,image_or_representation,.jpg,3024,3024,RGB,JPEG,ok,
Datasets/CD&S/dataset annotated/train/gls/gls_231.jpg,CD&S,train,CD&S/dataset annotated/train/gls,image_or_representation,.jpg,3024,3024,RGB,JPEG,ok,
Datasets/CD&S/dataset annotated/train/gls/gls_235.jpg,CD&S,train,CD&S/dataset annotated/train/gls,image_or_representation,.jpg,3024,3024,RGB,JPEG,ok,
Datasets/CD&S/dataset annotated/train/gls/gls_236.jpg,CD&S,train,CD&S/dataset annotated/train/gls,image_or_representation,.jpg,3024,3024,RGB,JPEG,ok,
Datasets/CD&S/dataset annotated/train/gls/gls_237.jpg,CD&S,train,CD&S/dataset annotated/train/gls,image_or_representation,.jpg,3024,3024,RGB,JPEG,ok,
Datasets/CD&S/dataset annotated/train/gls/gls_241.jpg,CD&S,train,CD&S/dataset annotated/train/gls,image_or_representation,.jpg,3024,3024,RGB,JPEG,ok,
Datasets/CD&S/dataset annotated/train/gls/gls_242.jpg,CD&S,train,CD&S/dataset annotated/train/gls,image_or_representation,.jpg,3024,3024,RGB,JPEG,ok,
Datasets/CD&S/dataset annotated/train/gls/gls_243.jpg,CD&S,train,CD&S/dataset annotated/train/gls,image_or_representation,.jpg,3024,3024,RGB,JPEG,ok,
Datasets/CD&S/dataset annotated/train/gls/gls_247.jpg,CD&S,train,CD&S/dataset annotated/train/gls,image_or_representation,.jpg,3024,3024,RGB,JPEG,ok,
Datasets/CD&S/dataset annotated/train/gls/gls_248.jpg,CD&S,train,CD&S/dataset annotated/train/gls,image_or_representation,.jpg,3024,3024,RGB,JPEG,ok,
Datasets/CD&S/dataset annotated/train/gls/gls_249.jpg,CD&S,train,CD&S/dataset annotated/train/gls,image_or_representation,.jpg,3024,3024,RGB,JPEG,ok,
Datasets/CD&S/dataset annotated/train/gls/gls_25.jpg,CD&S,train,CD&S/dataset annotated/train/gls,image_or_representation,.jpg,3024,3024,RGB,JPEG,ok,
Datasets/CD&S/dataset annotated/train/gls/gls_253.jpg,CD&S,train,CD&S/dataset annotated/train/gls,image_or_representation,.jpg,3024,3024,RGB,JPEG,ok,
Datasets/CD&S/dataset annotated/train/gls/gls_254.jpg,CD&S,train,CD&S/dataset annotated/train/gls,image_or_representation,.jpg,3024,3024,RGB,JPEG,ok,
Datasets/CD&S/dataset annotated/train/gls/gls_255.jpg,CD&S,train,CD&S/dataset annotated/train/gls,image_or_representation,.jpg,3024,3024,RGB,JPEG,ok,
Datasets/CD&S/dataset annotated/train/gls/gls_259.jpg,CD&S,train,CD&S/dataset annotated/train/gls,image_or_representation,.jpg,3024,3024,RGB,JPEG,ok,
Datasets/CD&S/dataset annotated/train/gls/gls_26.jpg,CD&S,train,CD&S/dataset annotated/train/gls,image_or_representation,.jpg,3024,3024,RGB,JPEG,ok,
Datasets/CD&S/dataset annotated/train/gls/gls_260.jpg,CD&S,train,CD&S/dataset annotated/train/gls,image_or_representation,.jpg,3024,3024,RGB,JPEG,ok,
Datasets/CD&S/dataset annotated/train/gls/gls_261.jpg,CD&S,train,CD&S/dataset annotated/train/gls,image_or_representation,.jpg,3024,3024,RGB,JPEG,ok,
Datasets/CD&S/dataset annotated/train/gls/gls_265.jpg,CD&S,train,CD&S/dataset annotated/train/gls,image_or_representation,.jpg,3024,3024,RGB,JPEG,ok,
Datasets/CD&S/dataset annotated/train/gls/gls_266.jpg,CD&S,train,CD&S/dataset annotated/train/gls,image_or_representation,.jpg,3024,3024,RGB,JPEG,ok,
Datasets/CD&S/dataset annotated/train/gls/gls_267.jpg,CD&S,train,CD&S/dataset annotated/train/gls,image_or_representation,.jpg,3024,3024,RGB,JPEG,ok,
Datasets/CD&S/dataset annotated/train/gls/gls_27.jpg,CD&S,train,CD&S/dataset annotated/train/gls,image_or_representation,.jpg,3024,3024,RGB,JPEG,ok,
Datasets/CD&S/dataset annotated/train/gls/gls_271.jpg,CD&S,train,CD&S/dataset annotated/train/gls,image_or_representation,.jpg,3024,3024,RGB,JPEG,ok,
Datasets/CD&S/dataset annotated/train/gls/gls_272.jpg,CD&S,train,CD&S/dataset annotated/train/gls,image_or_representation,.jpg,3024,3024,RGB,JPEG,ok,
Datasets/CD&S/dataset annotated/train/gls/gls_273.jpg,CD&S,train,CD&S/dataset annotated/train/gls,image_or_representation,.jpg,3024,3024,RGB,JPEG,ok,
Datasets/CD&S/dataset annotated/train/gls/gls_277.jpg,CD&S,train,CD&S/dataset annotated/train/gls,image_or_representation,.jpg,3024,3024,RGB,JPEG,ok,
Datasets/CD&S/dataset annotated/train/gls/gls_278.jpg,CD&S,train,CD&S/dataset annotated/train/gls,image_or_representation,.jpg,3024,3024,RGB,JPEG,ok,
Datasets/CD&S/dataset annotated/train/gls/gls_279.jpg,CD&S,train,CD&S/dataset annotated/train/gls,image_or_representation,.jpg,3024,3024,RGB,JPEG,ok,
Datasets/CD&S/dataset annotated/train/gls/gls_283.jpg,CD&S,train,CD&S/dataset annotated/train/gls,image_or_representation,.jpg,3024,3024,RGB,JPEG,ok,
Datasets/CD&S/dataset annotated/train/gls/gls_284.jpg,CD&S,train,CD&S/dataset annotated/train/gls,image_or_representation,.jpg,3024,3024,RGB,JPEG,ok,
Datasets/CD&S/dataset annotated/train/gls/gls_285.jpg,CD&S,train,CD&S/dataset annotated/train/gls,image_or_representation,.jpg,3024,3024,RGB,JPEG,ok,
Datasets/CD&S/dataset annotated/train/gls/gls_289.jpg,CD&S,train,CD&S/dataset annotated/train/gls,image_or_representation,.jpg,3024,3024,RGB,JPEG,ok,
Datasets/CD&S/dataset annotated/train/gls/gls_290.jpg,CD&S,train,CD&S/dataset annotated/train/gls,image_or_representation,.jpg,3024,3024,RGB,JPEG,ok,
Datasets/CD&S/dataset annotated/train/gls/gls_291.jpg,CD&S,train,CD&S/dataset annotated/train/gls,image_or_representation,.jpg,3024,3024,RGB,JPEG,ok,
Datasets/CD&S/dataset annotated/train/gls/gls_295.jpg,CD&S,train,CD&S/dataset annotated/train/gls,image_or_representation,.jpg,3024,3024,RGB,JPEG,ok,
Datasets/CD&S/dataset annotated/train/gls/gls_296.jpg,CD&S,train,CD&S/dataset annotated/train/gls,image_or_representation,.jpg,3024,3024,RGB,JPEG,ok,
Datasets/CD&S/dataset annotated/train/gls/gls_297.jpg,CD&S,train,CD&S/dataset annotated/train/gls,image_or_representation,.jpg,3024,3024,RGB,JPEG,ok,
Datasets/CD&S/dataset annotated/train/gls/gls_3.jpg,CD&S,train,CD&S/dataset annotated/train/gls,image_or_representation,.jpg,3024,3024,RGB,JPEG,ok,
Datasets/CD&S/dataset annotated/train/gls/gls_301.jpg,CD&S,train,CD&S/dataset annotated/train/gls,image_or_representation,.jpg,3024,3024,RGB,JPEG,ok,
Datasets/CD&S/dataset annotated/train/gls/gls_302.jpg,CD&S,train,CD&S/dataset annotated/train/gls,image_or_representation,.jpg,3024,3024,RGB,JPEG,ok,
Datasets/CD&S/dataset annotated/train/gls/gls_303.jpg,CD&S,train,CD&S/dataset annotated/train/gls,image_or_representation,.jpg,3024,3024,RGB,JPEG,ok,
Datasets/CD&S/dataset annotated/train/gls/gls_307.jpg,CD&S,train,CD&S/dataset annotated/train/gls,image_or_representation,.jpg,3024,3024,RGB,JPEG,ok,
Datasets/CD&S/dataset annotated/train/gls/gls_308.jpg,CD&S,train,CD&S/dataset annotated/train/gls,image_or_representation,.jpg,3024,3024,RGB,JPEG,ok,
Datasets/CD&S/dataset annotated/train/gls/gls_309.jpg,CD&S,train,CD&S/dataset annotated/train/gls,image_or_representation,.jpg,3024,3024,RGB,JPEG,ok,
Datasets/CD&S/dataset annotated/train/gls/gls_31.jpg,CD&S,train,CD&S/dataset annotated/train/gls,image_or_representation,.jpg,3024,3024,RGB,JPEG,ok,
Datasets/CD&S/dataset annotated/train/gls/gls_313.jpg,CD&S,train,CD&S/dataset annotated/train/gls,image_or_representation,.jpg,3024,3024,RGB,JPEG,ok,
Datasets/CD&S/dataset annotated/train/gls/gls_314.jpg,CD&S,train,CD&S/dataset annotated/train/gls,image_or_representation,.jpg,3024,3024,RGB,JPEG,ok,
Datasets/CD&S/dataset annotated/train/gls/gls_315.jpg,CD&S,train,CD&S/dataset annotated/train/gls,image_or_representation,.jpg,3024,3024,RGB,JPEG,ok,
Datasets/CD&S/dataset annotated/train/gls/gls_319.jpg,CD&S,train,CD&S/dataset annotated/train/gls,image_or_representation,.jpg,3024,3024,RGB,JPEG,ok,
Datasets/CD&S/dataset annotated/train/gls/gls_32.jpg,CD&S,train,CD&S/dataset annotated/train/gls,image_or_representation,.jpg,3024,3024,RGB,JPEG,ok,
Datasets/CD&S/dataset annotated/train/gls/gls_320.jpg,CD&S,train,CD&S/dataset annotated/train/gls,image_or_representation,.jpg,3024,3024,RGB,JPEG,ok,
Datasets/CD&S/dataset annotated/train/gls/gls_321.jpg,CD&S,train,CD&S/dataset annotated/train/gls,image_or_representation,.jpg,3024,3024,RGB,JPEG,ok,
Datasets/CD&S/dataset annotated/train/gls/gls_325.jpg,CD&S,train,CD&S/dataset annotated/train/gls,image_or_representation,.jpg,3024,3024,RGB,JPEG,ok,
Datasets/CD&S/dataset annotated/train/gls/gls_326.jpg,CD&S,train,CD&S/dataset annotated/train/gls,image_or_representation,.jpg,3024,3024,RGB,JPEG,ok,
Datasets/CD&S/dataset annotated/train/gls/gls_327.jpg,CD&S,train,CD&S/dataset annotated/train/gls,image_or_representation,.jpg,3024,3024,RGB,JPEG,ok,
Datasets/CD&S/dataset annotated/train/gls/gls_33.jpg,CD&S,train,CD&S/dataset annotated/train/gls,image_or_representation,.jpg,3024,3024,RGB,JPEG,ok,
Datasets/CD&S/dataset annotated/train/gls/gls_331.jpg,CD&S,train,CD&S/dataset annotated/train/gls,image_or_representation,.jpg,3024,3024,RGB,JPEG,ok,
Datasets/CD&S/dataset annotated/train/gls/gls_332.jpg,CD&S,train,CD&S/dataset annotated/train/gls,image_or_representation,.jpg,3024,3024,RGB,JPEG,ok,
Datasets/CD&S/dataset annotated/train/gls/gls_333.jpg,CD&S,train,CD&S/dataset annotated/train/gls,image_or_representation,.jpg,3024,3024,RGB,JPEG,ok,
Datasets/CD&S/dataset annotated/train/gls/gls_337.jpg,CD&S,train,CD&S/dataset annotated/train/gls,image_or_representation,.jpg,3024,3024,RGB,JPEG,ok,
Datasets/CD&S/dataset annotated/train/gls/gls_338.jpg,CD&S,train,CD&S/dataset annotated/train/gls,image_or_representation,.jpg,3024,3024,RGB,JPEG,ok,
Datasets/CD&S/dataset annotated/train/gls/gls_339.jpg,CD&S,train,CD&S/dataset annotated/train/gls,image_or_representation,.jpg,3024,3024,RGB,JPEG,ok,
Datasets/CD&S/dataset annotated/train/gls/gls_343.jpg,CD&S,train,CD&S/dataset annotated/train/gls,image_or_representation,.jpg,3024,3024,RGB,JPEG,ok,
Datasets/CD&S/dataset annotated/train/gls/gls_344.jpg,CD&S,train,CD&S/dataset annotated/train/gls,image_or_representation,.jpg,3024,3024,RGB,JPEG,ok,
Datasets/CD&S/dataset annotated/train/gls/gls_345.jpg,CD&S,train,CD&S/dataset annotated/train/gls,image_or_representation,.jpg,3024,3024,RGB,JPEG,ok,
Datasets/CD&S/dataset annotated/train/gls/gls_349.jpg,CD&S,train,CD&S/dataset annotated/train/gls,image_or_representation,.jpg,3024,3024,RGB,JPEG,ok,
Datasets/CD&S/dataset annotated/train/gls/gls_350.jpg,CD&S,train,CD&S/dataset annotated/train/gls,image_or_representation,.jpg,3024,3024,RGB,JPEG,ok,
Datasets/CD&S/dataset annotated/train/gls/gls_351.jpg,CD&S,train,CD&S/dataset annotated/train/gls,image_or_representation,.jpg,3024,3024,RGB,JPEG,ok,
Datasets/CD&S/dataset annotated/train/gls/gls_355.jpg,CD&S,train,CD&S/dataset annotated/train/gls,image_or_representation,.jpg,3024,3024,RGB,JPEG,ok,
Datasets/CD&S/dataset annotated/train/gls/gls_356.jpg,CD&S,train,CD&S/dataset annotated/train/gls,image_or_representation,.jpg,3024,3024,RGB,JPEG,ok,
Datasets/CD&S/dataset annotated/train/gls/gls_357.jpg,CD&S,train,CD&S/dataset annotated/train/gls,image_or_representation,.jpg,3024,3024,RGB,JPEG,ok,
Datasets/CD&S/dataset annotated/train/gls/gls_361.jpg,CD&S,train,CD&S/dataset annotated/train/gls,image_or_representation,.jpg,3024,3024,RGB,JPEG,ok,
Datasets/CD&S/dataset annotated/train/gls/gls_362.jpg,CD&S,train,CD&S/dataset annotated/train/gls,image_or_representation,.jpg,3024,3024,RGB,JPEG,ok,
Datasets/CD&S/dataset annotated/train/gls/gls_363.jpg,CD&S,train,CD&S/dataset annotated/train/gls,image_or_representation,.jpg,3024,3024,RGB,JPEG,ok,
Datasets/CD&S/dataset annotated/train/gls/gls_367.jpg,CD&S,train,CD&S/dataset annotated/train/gls,image_or_representation,.jpg,3024,3024,RGB,JPEG,ok,
Datasets/CD&S/dataset annotated/train/gls/gls_368.jpg,CD&S,train,CD&S/dataset annotated/train/gls,image_or_representation,.jpg,3024,3024,RGB,JPEG,ok,
Datasets/CD&S/dataset annotated/train/gls/gls_369.jpg,CD&S,train,CD&S/dataset annotated/train/gls,image_or_representation,.jpg,3024,3024,RGB,JPEG,ok,
Datasets/CD&S/dataset annotated/train/gls/gls_37.jpg,CD&S,train,CD&S/dataset annotated/train/gls,image_or_representation,.jpg,3024,3024,RGB,JPEG,ok,
Datasets/CD&S/dataset annotated/train/gls/gls_373.jpg,CD&S,train,CD&S/dataset annotated/train/gls,image_or_representation,.jpg,3024,3024,RGB,JPEG,ok,
Datasets/CD&S/dataset annotated/train/gls/gls_374.jpg,CD&S,train,CD&S/dataset annotated/train/gls,image_or_representation,.jpg,3024,3024,RGB,JPEG,ok,
Datasets/CD&S/dataset annotated/train/gls/gls_375.jpg,CD&S,train,CD&S/dataset annotated/train/gls,image_or_representation,.jpg,3024,3024,RGB,JPEG,ok,
Datasets/CD&S/dataset annotated/train/gls/gls_379.jpg,CD&S,train,CD&S/dataset annotated/train/gls,image_or_representation,.jpg,3024,3024,RGB,JPEG,ok,
Datasets/CD&S/dataset annotated/train/gls/gls_38.jpg,CD&S,train,CD&S/dataset annotated/train/gls,image_or_representation,.jpg,3024,3024,RGB,JPEG,ok,
Datasets/CD&S/dataset annotated/train/gls/gls_380.jpg,CD&S,train,CD&S/dataset annotated/train/gls,image_or_representation,.jpg,3024,3024,RGB,JPEG,ok,
Datasets/CD&S/dataset annotated/train/gls/gls_381.jpg,CD&S,train,CD&S/dataset annotated/train/gls,image_or_representation,.jpg,3024,3024,RGB,JPEG,ok,
Datasets/CD&S/dataset annotated/train/gls/gls_385.jpg,CD&S,train,CD&S/dataset annotated/train/gls,image_or_representation,.jpg,3024,3024,RGB,JPEG,ok,
Datasets/CD&S/dataset annotated/train/gls/gls_386.jpg,CD&S,train,CD&S/dataset annotated/train/gls,image_or_representation,.jpg,3024,3024,RGB,JPEG,ok,
Datasets/CD&S/dataset annotated/train/gls/gls_387.jpg,CD&S,train,CD&S/dataset annotated/train/gls,image_or_representation,.jpg,3024,3024,RGB,JPEG,ok,
Datasets/CD&S/dataset annotated/train/gls/gls_39.jpg,CD&S,train,CD&S/dataset annotated/train/gls,image_or_representation,.jpg,3024,3024,RGB,JPEG,ok,
